image_id,label
image_0001.jpg,Normal
image_0003.jpg,Normal
image_0004.jpg,Benign
image_0005.jpg,Normal
image_0006.jpg,Benign
image_0007.jpg,Normal
image_0008.jpg,Normal
image_0009.jpg,Normal
image_0010.jpg,Malignant
image_0011.jpg,Normal
image_0012.jpg,Benign
image_0013.jpg,Malignant
image_0015.jpg,Malignant
image_0017.jpg,Malignant
image_0018.jpg,Benign
image_0019.jpg,Normal
image_0020.jpg,Benign
image_0022.jpg,Normal
image_0024.jpg,Normal
image_0025.jpg,Malignant
image_0026.jpg,Malignant
image_0027.jpg,Normal
image_0028.jpg,Benign
image_0029.jpg,Malignant
image_0031.jpg,Normal
image_0033.jpg,Normal
image_0034.jpg,Benign
image_0035.jpg,Benign
image_0037.jpg,Normal
image_0038.jpg,Benign
image_0043.jpg,Benign
image_0045.jpg,Malignant
image_0046.jpg,Normal
image_0047.jpg,Normal
image_0048.jpg,Normal
image_0049.jpg,Malignant
image_0050.jpg,Malignant
image_0051.jpg,Normal
image_0054.jpg,Malignant
image_0055.jpg,Normal
image_0057.jpg,Benign
image_0058.jpg,Malignant
image_0059.jpg,Malignant
image_0060.jpg,Malignant
image_0061.jpg,Malignant
image_0063.jpg,Benign
image_0064.jpg,Malignant
image_0065.jpg,Normal
image_0066.jpg,Malignant
image_0067.jpg,Normal
image_0068.jpg,Malignant
image_0069.jpg,Malignant
image_0070.jpg,Benign
image_0071.jpg,Malignant
image_0073.jpg,Malignant
image_0074.jpg,Normal
image_0075.jpg,Malignant
image_0076.jpg,Benign
image_0078.jpg,Normal
image_0079.jpg,Malignant
image_0080.jpg,Malignant
image_0081.jpg,Benign
image_0083.jpg,Benign
image_0084.jpg,Normal
image_0085.jpg,Malignant
image_0087.jpg,Malignant
image_0088.jpg,Normal
image_0089.jpg,Normal
image_0090.jpg,Normal
image_0091.jpg,Malignant
image_0092.jpg,Malignant
image_0093.jpg,Benign
image_0095.jpg,Malignant
image_0097.jpg,Normal
image_0098.jpg,Malignant
image_0100.jpg,Malignant
image_0101.jpg,Benign
image_0102.jpg,Normal
image_0104.jpg,Normal
image_0106.jpg,Malignant
image_0107.jpg,Benign
image_0108.jpg,Benign
image_0109.jpg,Malignant
image_0110.jpg,Normal
image_0111.jpg,Normal
image_0112.jpg,Malignant
image_0113.jpg,Malignant
image_0114.jpg,Malignant
image_0115.jpg,Normal
image_0116.jpg,Malignant
image_0117.jpg,Malignant
image_0118.jpg,Malignant
image_0119.jpg,Normal
image_0120.jpg,Benign
image_0121.jpg,Benign
image_0122.jpg,Benign
image_0123.jpg,Malignant
image_0124.jpg,Benign
image_0126.jpg,Normal
image_0128.jpg,Malignant
image_0129.jpg,Normal
image_0130.jpg,Benign
image_0131.jpg,Normal
image_0132.jpg,Normal
image_0133.jpg,Normal
image_0134.jpg,Normal
image_0135.jpg,Normal
image_0136.jpg,Normal
image_0137.jpg,Malignant
image_0138.jpg,Malignant
image_0139.jpg,Normal
image_0140.jpg,Benign
image_0142.jpg,Normal
image_0143.jpg,Benign
image_0144.jpg,Malignant
image_0145.jpg,Normal
image_0146.jpg,Benign
image_0149.jpg,Benign
image_0151.jpg,Benign
image_0152.jpg,Normal
image_0153.jpg,Normal
image_0154.jpg,Benign
image_0156.jpg,Malignant
image_0157.jpg,Normal
image_0158.jpg,Benign
image_0159.jpg,Benign
image_0160.jpg,Malignant
image_0161.jpg,Normal
image_0162.jpg,Malignant
image_0163.jpg,Malignant
image_0164.jpg,Malignant
image_0165.jpg,Normal
image_0167.jpg,Malignant
image_0169.jpg,Benign
image_0171.jpg,Malignant
image_0173.jpg,Malignant
image_0175.jpg,Normal
image_0176.jpg,Malignant
image_0177.jpg,Normal
image_0178.jpg,Malignant
image_0179.jpg,Normal
image_0180.jpg,Malignant
image_0181.jpg,Malignant
image_0184.jpg,Benign
image_0185.jpg,Malignant
image_0186.jpg,Malignant
image_0187.jpg,Benign
image_0189.jpg,Normal
image_0190.jpg,Benign
image_0191.jpg,Normal
image_0192.jpg,Benign
image_0193.jpg,Malignant
image_0194.jpg,Normal
image_0195.jpg,Benign
image_0196.jpg,Benign
image_0197.jpg,Benign
image_0199.jpg,Normal
image_0200.jpg,Normal
image_0201.jpg,Normal
image_0202.jpg,Normal
image_0203.jpg,Malignant
image_0204.jpg,Normal
image_0205.jpg,Normal
image_0206.jpg,Normal
image_0207.jpg,Malignant
image_0209.jpg,Benign
image_0210.jpg,Malignant
image_0211.jpg,Malignant
image_0213.jpg,Normal
image_0214.jpg,Benign
image_0215.jpg,Normal
image_0216.jpg,Normal
image_0217.jpg,Normal
image_0218.jpg,Normal
image_0219.jpg,Malignant
image_0220.jpg,Malignant
image_0221.jpg,Benign
image_0224.jpg,Normal
image_0225.jpg,Normal
image_0226.jpg,Benign
image_0227.jpg,Malignant
image_0228.jpg,Benign
image_0230.jpg,Normal
image_0231.jpg,Normal
image_0232.jpg,Malignant
image_0233.jpg,Benign
image_0235.jpg,Malignant
image_0236.jpg,Normal
image_0238.jpg,Malignant
image_0239.jpg,Normal
image_0240.jpg,Benign
image_0242.jpg,Normal
image_0243.jpg,Normal
image_0244.jpg,Malignant
image_0245.jpg,Benign
image_0246.jpg,Benign
image_0247.jpg,Malignant
image_0250.jpg,Malignant
image_0251.jpg,Malignant
image_0252.jpg,Malignant
image_0253.jpg,Benign
image_0254.jpg,Malignant
image_0256.jpg,Normal
image_0257.jpg,Malignant
image_0258.jpg,Benign
image_0259.jpg,Normal
image_0261.jpg,Malignant
image_0262.jpg,Normal
image_0263.jpg,Normal
image_0264.jpg,Malignant
image_0265.jpg,Malignant
image_0266.jpg,Malignant
